Source,Section,Key,English,Chinese,Review Notes
translations.ts,Sampling Methodology - AI Logic,sampling.methodology.ai.step2Desc,"A rule-based decision tree evaluates: If RAWTC ≥ 7 → apply enhanced sampling; If prior deficiency exists → add uplift factor; If system change detected → extend testing window.",规则决策树评估：若 RAWTC ≥ 7 → 启用增强抽样；若存在上年缺陷 → 叠加上浮因子；若检测到系统变更 → 延长测试窗口。,
translations.ts,Sampling Methodology - AI Logic,sampling.methodology.ai.step3Title,3. Sample Size Adjustment,3. 样本量调整,
translations.ts,Sampling Methodology - AI Logic,sampling.methodology.ai.step3Desc,"AI may increase samples when: multiple risk factors compound, control environment is weak, or transaction patterns show anomalies. AI may decrease samples when: strong prior testing results, stable control environment, and low inherent risk.",AI 会增加样本量：当多重风险因素叠加、控制环境薄弱或交易模式出现异常时。AI 会减少样本量：当前期测试结果良好、控制环境稳定且固有风险较低时。,
translations.ts,Sampling Methodology - AI Logic,sampling.methodology.ai.step4Title,4. Confidence & Output,4. 置信度与输出,
translations.ts,Sampling Methodology - AI Logic,sampling.methodology.ai.step4Desc,"Final recommendations include a confidence score (85-99%) reflecting data completeness and factor alignment. Higher confidence means stronger supporting evidence for the recommended sample size.",最终推荐包含置信度评分（85-99%），反映数据完整性和因素对齐程度。置信度越高，表明推荐样本量的支持证据越强。,
translations.ts,Impact Components,impact.eventConfig,Change Event Configuration,变更事件配置,
translations.ts,Impact Components,impact.eventType,Event Type,事件类型,
translations.ts,Impact Components,impact.severity,Severity,严重程度,
translations.ts,Impact Components,impact.low,Low,低,
translations.ts,Impact Components,impact.medium,Medium,中,
translations.ts,Impact Components,impact.high,High,高,
translations.ts,Impact Components,impact.affectedDimensions,Affected Dimensions,影响维度,
translations.ts,Impact Components,impact.responseStrategy,Response Strategy,应对策略,
translations.ts,Impact Components,impact.selectStrategy,Select response strategy,选择应对策略,
translations.ts,Impact Components,impact.simulating,Simulating...,模拟运行中...,
translations.ts,Impact Components,impact.runSimulation,Run Simulation,运行模拟,
translations.ts,Impact Components,impact.controlDeficiency,Control Deficiency,控制缺陷（Control Deficiency）,
translations.ts,Impact Components,impact.orgChange,Organizational Change,组织调整（Organizational Change）,
translations.ts,Impact Components,impact.regChange,Regulatory Change,法规变更（Regulatory Change）,
translations.ts,Impact Components,impact.itChange,IT System Change,IT系统变更（IT System Change）,
translations.ts,Impact Components,impact.financialStatements,Financial Statements,财务报表,
translations.ts,Impact Components,impact.operations,Operations,运营流程,
translations.ts,Impact Components,impact.compliance,Compliance,合规性,
translations.ts,Impact Components,impact.reputation,Reputation,声誉,
translations.ts,Impact Components,impact.acceptRisk,Accept Risk,接受风险,
translations.ts,Impact Components,impact.transferRisk,Transfer Risk,风险转移,
translations.ts,Impact Components,impact.enhanceControl,Enhance Controls,控制增强,
translations.ts,Impact Components,impact.redesignProcess,Redesign Process,流程重设计,
translations.ts,Impact Components,impact.comparison,Before / After Five-Dimension Comparison,Before / After 五维对比,
translations.ts,Impact Components,impact.dimension,Dimension,维度,
translations.ts,Impact Components,impact.before,Before,变更前,
translations.ts,Impact Components,impact.after,After,变更后,
translations.ts,Impact Components,impact.delta,Δ Change,Δ 变化,
translations.ts,Impact Components,impact.aiRecommendations,AI Recommendations,AI 推荐方案,
translations.ts,Impact Components,impact.priority,Priority:,优先级:,
translations.ts,Impact Components,impact.riskReduction,Est. Risk Reduction,预估风险降低,
translations.ts,Impact Components,impact.adopted,Adopted,已采纳,
translations.ts,Impact Components,impact.pendingStatus,Pending,待定,
translations.ts,Impact Components,impact.adoptAll,Adopt All,一键全部采纳,
translations.ts,Impact Components,impact.exportPPT,Export PPT,导出 PPT,
translations.ts,Impact Components,impact.shareApproval,Share for Approval,分享审批,
translations.ts,Impact Components,impact.placeholderText,Configure parameters and click Run Simulation,配置参数后点击运行模拟,
translations.ts,Impact Components,impact.analyzing,AI is analyzing impact chains...,AI 正在分析影响链...,
translations.ts,Impact Components,impact.stage1,Analyzing change events...,分析变更事件...,
translations.ts,Impact Components,impact.stage2,Traversing control dependency chains...,遍历控制依赖链...,
translations.ts,Impact Components,impact.stage3,Quantifying impact levels...,量化影响程度...,
translations.ts,Impact Components,impact.stage4,Generating AI recommendations...,生成 AI 建议方案...,
translations.ts,Team Components,team.approvalPending,Pending,待审批,
translations.ts,Team Components,team.approvalPassed,Passed,已通过,
translations.ts,Team Components,team.aiGenerated,AI Generated,AI生成,
translations.ts,Team Components,team.typeAiInsight,AI Insight,AI 洞察,
translations.ts,Team Components,team.typePBC,PBC Description,PBC 描述,
translations.ts,Team Components,team.typeImpact,Impact Report,影响报告,
translations.ts,Team Components,team.typeNarrative,Audit Narrative,审计说明,
translations.ts,Team Components,team.passed,Passed,已通过,
translations.ts,Team Components,team.rejected,Rejected,已退回,
translations.ts,Team Components,team.save,Save,保存,
translations.ts,Team Components,team.cancel,Cancel,取消,
translations.ts,Team Components,team.preview,Preview,预览,
translations.ts,Team Components,team.edit,Edit,编辑,
translations.ts,Team Components,team.approve,Approve,通过,
translations.ts,Team Components,team.reject,Reject,退回,
translations.ts,Team Components,team.fullContent,Full Content,完整内容,
translations.ts,Team Components,team.generatedAt,"Generated:",生成时间:,
translations.ts,Team Components,team.evidenceCheck,Evidence Completeness Check,证据完整性检查,
translations.ts,Team Components,team.collected,Collected,已收集,
translations.ts,Team Components,team.partial,Partial,部分,
translations.ts,Team Components,team.missing,Missing,缺失,
translations.ts,Team Components,team.partialCollected,Partially Collected,部分收集,
translations.ts,Team Components,team.missingDocList,Missing Document List,缺失文档清单,
translations.ts,Team Components,team.generatePBC,Generate PBC Request,一键生成 PBC 请求,
translations.ts,Team Components,team.hotQuestions,Top 5 Hot Questions,Top 5 热门提问,
translations.ts,Team Components,team.questionCount,Question Count,提问次数,
translations.ts,Team Components,team.question.1,When will the audit be completed?,审计进度何时完成,
translations.ts,Team Components,team.question.2,Why were these branches selected?,抽样为什么选这些分行,
translations.ts,Team Components,team.question.3,Impact on financial statements,缺陷对财报影响,
translations.ts,Team Components,team.question.4,When is PBC submission due?,PBC什么时候需要提交,
translations.ts,Team Components,team.question.5,YoY comparison results?,上年同期对比如何,
translations.ts,Team Components,team.times,times,次,
translations.ts,Team Components,team.timesLabel,{c} times,{c}次,
translations.ts,Team Components,team.clientTrend,"Client Interaction Trend (Last 30 Days)",客户互动趋势（近30天）,
translations.ts,Team Components,team.visits,Visits,访问次数,
translations.ts,Team Components,team.clientVisits,Client Visits,客户访问,
translations.ts,Team Components,team.submitPBC,Submit PBC,提交PBC,
translations.ts,Team Components,team.viewReport,View Report,查看报告,
translations.ts,Team Components,team.downloadWP,Download Workpaper,下载底稿,
translations.ts,Team Components,team.giveFeedback,Give Feedback,反馈意见,
translations.ts,Team Components,team.confirmPublish,Confirm Publish Changes,确认发布变更,
translations.ts,Team Components,team.publishDesc,The following changes will be immediately visible to the client,以下变更将立即对客户可见,
translations.ts,Team Components,team.changeSummary,Change Summary:,变更摘要：,
translations.ts,Team Components,team.cancelBtn,Cancel,取消,
translations.ts,Team Components,team.confirmBtn,Confirm Publish,确认发布,
translations.ts,Team Components,team.visibilityMgmt,Client Visibility Management,客户可见性管理,
translations.ts,Team Components,team.pendingPublish,Pending Publish,待发布,
translations.ts,Team Components,team.batchPublish,Batch Confirm Publish,批量确认发布,
translations.ts,Team Components,team.fullVisible,Fully Visible ✅,全部可见 ✅,
translations.ts,Team Components,team.partialVisible,Partially Visible ⚠️,部分可见 ⚠️,
translations.ts,Team Components,team.hidden,Not Visible ❌,不可见 ❌,
translations.ts,Team Components,team.moduleProgress,Audit Progress Overview,审计进度概览,
translations.ts,Team Components,team.moduleControl,Control Test Status,控制点测试状态,
translations.ts,Team Components,team.moduleDeficiency,Deficiency Details,缺陷详情,
translations.ts,Team Components,team.moduleSampling,Sampling Logic,抽样逻辑,
translations.ts,Team Components,team.moduleImpact,Impact Analysis,影响分析,
translations.ts,Team Components,team.moduleAI,AI Insight Recommendations,AI 洞察建议,
translations.ts,Glossary Labels,glossary.label.definition,Definition,定义,
translations.ts,Glossary Labels,glossary.label.context,Context,场景应用,
translations.ts,Glossary Labels,glossary.label.importance,Importance,重要性,
translations.ts,Glossary - COSO,glossary.coso.definition,"Committee of Sponsoring Organizations of the Treadway Commission — A framework for internal control consisting of 5 components and 17 principles.",COSO（Treadway委员会赞助组织委员会）— 由5个组成要素和17项原则构成的内部控制框架。,
translations.ts,Glossary - COSO,glossary.coso.context,"In this audit, the COSO framework maps each control point to specific components and principles to ensure comprehensive coverage.",本次审计中，COSO框架将每个控制点映射到特定的组成要素和原则，以确保覆盖的全面性。,
translations.ts,Glossary - COSO,glossary.coso.importance,"Provides the structural foundation for evaluating control effectiveness and identifying gaps.",为评估控制有效性和识别缺陷提供结构化基础。,
translations.ts,Glossary - RCM,glossary.rcm.definition,"Risk Control Matrix — A document mapping business risks to corresponding controls, assertions, and testing procedures.",RCM（风险控制矩阵）— 将业务风险映射到对应控制措施、认定和测试程序的文档。,
translations.ts,Glossary - RCM,glossary.rcm.context,"The RCM in this project links each identified risk in personal loans to specific ICFR controls and test plans.",本项目中，RCM将个人贷款业务中识别的每项风险与具体ICFR控制和测试计划关联。,
translations.ts,Glossary - RCM,glossary.rcm.importance,"Ensures every significant risk has an appropriate control response and no gap exists in audit coverage.",确保每项重大风险都有适当的控制对应，审计覆盖不存在遗漏。,
translations.ts,Glossary - PBC,glossary.pbc.definition,"Provided by Client — Documents and evidence that the audit client must supply to support audit procedures.",PBC（客户提供资料）— 审计客户必须提供以支持审计程序的文件和证据。,
translations.ts,Glossary - PBC,glossary.pbc.context,"PBC materials include bank statements, loan agreements, and approval records needed for substantive testing.",PBC材料包括银行对账单、贷款协议和审批记录等实质性测试所需文档。,
translations.ts,Glossary - PBC,glossary.pbc.importance,"Timely PBC delivery directly impacts audit timeline; delays can cause significant schedule overruns.",PBC的及时交付直接影响审计时间表，延迟可能导致显著的进度超期。,
translations.ts,Glossary - RAWTC,glossary.rawtc.definition,"Risk Assessment including Walkthroughs and Testing of Controls — A comprehensive approach combining risk identification with control validation.",RAWTC（风险评估含穿行测试及控制测试）— 将风险识别与控制验证结合的综合方法。,
translations.ts,Glossary - RAWTC,glossary.rawtc.context,"RAWTC procedures verify that designed controls operate effectively throughout the audit period.",RAWTC程序验证所设计的控制在整个审计期间是否有效运行。,
translations.ts,Glossary - RAWTC,glossary.rawtc.importance,"Determines the nature and extent of substantive procedures; weak controls require expanded testing.",决定实质性程序的性质和范围；控制薄弱时需要扩展测试。,
translations.ts,Glossary - ICFR,glossary.icfr.definition,"Internal Control over Financial Reporting — The process designed to provide reasonable assurance regarding the reliability of financial reporting.",ICFR（财务报告内部控制）— 旨在合理保证财务报告可靠性的流程设计。,
translations.ts,Glossary - ICFR,glossary.icfr.context,"This audit evaluates ICFR effectiveness for personal loan operations at a national commercial bank.",本次审计评估某全国性商业银行个人贷款业务ICFR的有效性。,
translations.ts,Glossary - ICFR,glossary.icfr.importance,"Material weaknesses in ICFR must be reported and can impact the audit opinion on financial statements.",ICFR重大缺陷必须报告，可能影响财务报表的审计意见。,
translations.ts,Glossary - SOX,glossary.sox.definition,"Sarbanes-Oxley Act — U.S. legislation requiring management assessment and auditor attestation of internal controls.",SOX（萨班斯-奥克斯利法案）— 要求管理层评估并由审计师证明内部控制有效性的美国法规。,
translations.ts,Glossary - SOX,glossary.sox.context,"SOX compliance requirements drive the scope and methodology of ICFR audits in this engagement.",SOX合规要求驱动本次ICFR审计的范围和方法论。,
translations.ts,Glossary - SOX,glossary.sox.importance,"Non-compliance can result in regulatory penalties and loss of investor confidence.",不合规可能导致监管处罚和投资者信心丧失。,
translations.ts,Glossary - KPI,glossary.kpi.definition,"Key Performance Indicator — Quantifiable metrics used to evaluate audit progress and effectiveness.",KPI（关键绩效指标）— 用于评估审计进度和效果的量化指标。,
translations.ts,Glossary - KPI,glossary.kpi.context,"Dashboard KPIs track control effectiveness rates, PBC completion, and deficiency remediation progress.",门户看板的KPI追踪控制有效率、PBC完成度和缺陷整改进度。,
translations.ts,Glossary - KPI,glossary.kpi.importance,"Enables real-time monitoring of audit health and early identification of potential issues.",实现审计健康度的实时监控，及早识别潜在问题。,
translations.ts,Glossary - TOC,glossary.toc.definition,"Test of Controls — Audit procedures to evaluate the operating effectiveness of controls in preventing or detecting material misstatements.",TOC（控制测试）— 评估控制在防止或发现重大错报方面运行有效性的审计程序。,
translations.ts,Glossary - TOC,glossary.toc.context,"TOC results determine reliance on controls and influence the sample sizes for substantive testing.",TOC结果决定对控制的依赖程度，并影响实质性测试的样本量。,
translations.ts,Glossary - TOC,glossary.toc.importance,"Effective controls allow reduced substantive testing; ineffective controls require expanded procedures.",有效的控制可减少实质性测试量；无效的控制需要扩大程序范围。,
translations.ts,Glossary - TOD,glossary.tod.definition,"Test of Details — Substantive audit procedures examining individual transactions and balances for material misstatements.",TOD（细节测试）— 检查单笔交易和余额是否存在重大错报的实质性审计程序。,
translations.ts,Glossary - TOD,glossary.tod.context,"TOD in this audit targets high-risk loan transactions identified through the sampling methodology.",本次审计中TOD针对通过抽样方法识别的高风险贷款交易。,
translations.ts,Glossary - TOD,glossary.tod.importance,"Provides direct evidence about account balance accuracy and transaction validity.",提供有关账户余额准确性和交易有效性的直接证据。,
translations.ts,Glossary - PCAOB,glossary.pcaob.definition,"Public Company Accounting Oversight Board — The regulatory body overseeing audits of public companies to protect investor interests.",PCAOB（公众公司会计监督委员会）— 监督上市公司审计以保护投资者利益的监管机构。,
translations.ts,Glossary - PCAOB,glossary.pcaob.context,"Audit methodology follows PCAOB standards for integrated audits of financial statements and ICFR.",审计方法论遵循PCAOB对财务报表和ICFR整合审计的标准。,
translations.ts,Glossary - PCAOB,glossary.pcaob.importance,"PCAOB inspection findings can impact firm reputation and require methodology adjustments.",PCAOB检查发现可能影响事务所声誉，并需要调整审计方法论。,
data-translations.ts,KPI Metrics,审计整体进度,Overall Audit Progress,审计整体进度,
data-translations.ts,KPI Metrics,控制覆盖率,Control Coverage Rate,控制覆盖率,
data-translations.ts,KPI Metrics,PBC完成率,PBC Completion Rate,PBC完成率,
data-translations.ts,KPI Metrics,缺陷发现数,Findings Count,缺陷发现数,
data-translations.ts,KPI Metrics,风险综合评分,Composite Risk Score,风险综合评分,
data-translations.ts,KPI Metrics,高风险缺陷数,High-Risk Findings,高风险缺陷数,
data-translations.ts,KPI Metrics,分行覆盖率,Branch Coverage Rate,分行覆盖率,
data-translations.ts,KPI Metrics,PBC逾期项,Overdue PBC Items,PBC逾期项,
data-translations.ts,KPI Metrics,平均响应时间,Avg Response Time,平均响应时间,
data-translations.ts,KPI Metrics,已完成控制测试,Controls Tested,已完成控制测试,
data-translations.ts,KPI Metrics,整体偏差率,Overall Deviation Rate,整体偏差率,
data-translations.ts,KPI Metrics,合规性评级,Compliance Rating,合规性评级,
data-translations.ts,KPI Metrics,测试工时消耗,Testing Hours Used,测试工时消耗,
data-translations.ts,KPI Metrics,样本测试完成,Samples Tested,样本测试完成,
data-translations.ts,KPI Metrics,底稿完成率,Workpaper Completion,底稿完成率,
data-translations.ts,KPI Metrics,问题跟踪关闭率,Issue Close Rate,问题跟踪关闭率,
data-translations.ts,KPI Metrics,团队人员到位率,Team Staffing Rate,团队人员到位率,
data-translations.ts,KPI Metrics,质量检查通过率,QC Pass Rate,质量检查通过率,
data-translations.ts,KPI Metrics,IT审计配合度,IT Audit Cooperation,IT审计配合度,
data-translations.ts,KPI Metrics,外部专家参与,External Experts,外部专家参与,
data-translations.ts,KPI Metrics,已出具分报告,Sub-reports Issued,已出具分报告,
data-translations.ts,KPI Metrics,数据分析覆盖,Data Analytics Coverage,数据分析覆盖,
data-translations.ts,KPI Metrics,预算消耗比,Budget Utilization,预算消耗比,
data-translations.ts,KPI Metrics,里程碑达成,Milestones Achieved,里程碑达成,
data-translations.ts,KPI Metrics,复核完成率,Review Completion,复核完成率,
data-translations.ts,KPI Metrics,复核意见项,Review Comments,复核意见项,
data-translations.ts,KPI Metrics,重大事项上报,Major Issues Reported,重大事项上报,
data-translations.ts,KPI Metrics,合伙人审阅进度,Partner Review Progress,合伙人审阅进度,
data-translations.ts,KPI Metrics,独立性确认,Independence Confirmed,独立性确认,
data-translations.ts,KPI Metrics,质控抽检合格率,QC Sampling Pass Rate,质控抽检合格率,
data-translations.ts,KPI Metrics,意见反馈时效,Feedback Timeliness,意见反馈时效,
data-translations.ts,KPI Metrics,报告草稿版本,Report Draft Version,报告草稿版本,
data-translations.ts,Units,项,items,项,
data-translations.ts,Units,天,days,天,
data-translations.ts,Units,个,items,个,
data-translations.ts,Units,小时,hours,小时,
data-translations.ts,Units,笔,txns,笔,
data-translations.ts,Units,条,items,条,
data-translations.ts,Units,人次,visits,人次,
data-translations.ts,Units,份,copies,份,
data-translations.ts,Units,版,ver.,版,
data-translations.ts,Audit Objectives,个人贷款流程控制有效性测试,Personal Loan Process Control Effectiveness Testing,个人贷款流程控制有效性测试,
data-translations.ts,Audit Objectives,信用审批控制,Credit Approval Controls,信用审批控制,
data-translations.ts,Audit Objectives,信用评分验证,Credit Score Verification,信用评分验证,
data-translations.ts,Audit Objectives,评分模型参数核验通过,Score Model Parameters Verified,评分模型参数核验通过,
data-translations.ts,Audit Objectives,评分阈值设置合规确认,Score Threshold Compliance Confirmed,评分阈值设置合规确认,
data-translations.ts,Audit Objectives,收入证明审核,Income Verification Review,收入证明审核,
data-translations.ts,Audit Objectives,收入证明审核执行缺陷,Income Verification Execution Deficiency,收入证明审核执行缺陷,
data-translations.ts,Audit Objectives,证明材料完整性测试,Document Completeness Test,证明材料完整性测试,
data-translations.ts,Audit Objectives,交叉验证流程测试,Cross-Validation Process Test,交叉验证流程测试,
data-translations.ts,Audit Objectives,征信查询授权,Credit Inquiry Authorization,征信查询授权,
data-translations.ts,Audit Objectives,征信查询授权执行偏差,Credit Inquiry Authorization Deviation,征信查询授权执行偏差,
data-translations.ts,Audit Objectives,授权书签署时效测试,Authorization Signing Timeliness Test,授权书签署时效测试,
data-translations.ts,Audit Objectives,系统权限配置验证,System Permission Configuration Check,系统权限配置验证,
data-translations.ts,Audit Objectives,贷款额度核定,Loan Limit Determination,贷款额度核定,
data-translations.ts,Audit Objectives,额度计算公式验证,Limit Calculation Formula Verification,额度计算公式验证,
data-translations.ts,Audit Objectives,审批权限矩阵测试,Approval Authority Matrix Test,审批权限矩阵测试,
data-translations.ts,Audit Objectives,超额审批流程跟踪,Excess Approval Process Tracking,超额审批流程跟踪,
data-translations.ts,Audit Objectives,资金用途验证,Fund Usage Verification,资金用途验证,
data-translations.ts,Audit Objectives,用途声明审核,Purpose Statement Review,用途声明审核,
data-translations.ts,Audit Objectives,声明材料齐备性验证,Statement Material Completeness Check,声明材料齐备性验证,
data-translations.ts,Audit Objectives,用途合规性分类检查,Purpose Compliance Classification Check,用途合规性分类检查,
data-translations.ts,Audit Objectives,资金流向监控,Fund Flow Monitoring,资金流向监控,
data-translations.ts,Audit Objectives,收款账户白名单核验,Receiving Account Whitelist Verification,收款账户白名单核验,
data-translations.ts,Audit Objectives,大额划转预警触发测试,Large Transfer Alert Trigger Test,大额划转预警触发测试,
data-translations.ts,Audit Objectives,关联方核查,Related Party Inspection,关联方核查,
data-translations.ts,Audit Objectives,关联关系识别规则验证,Related Party Identification Rule Check,关联关系识别规则验证,
data-translations.ts,Audit Objectives,关联交易穿透测试,Related Transaction Penetration Test,关联交易穿透测试,
data-translations.ts,Audit Objectives,隐性关联筛查有效性,Hidden Relationship Screening Effectiveness,隐性关联筛查有效性,
data-translations.ts,Audit Objectives,异常交易识别,Abnormal Transaction Detection,异常交易识别,
data-translations.ts,Audit Objectives,异常模型阈值参数检查,Anomaly Model Threshold Parameter Check,异常模型阈值参数检查,
data-translations.ts,Audit Objectives,预警响应时效测试,Alert Response Timeliness Test,预警响应时效测试,
data-translations.ts,Audit Objectives,贷后管理监控,Post-Loan Management Monitoring,贷后管理监控,
data-translations.ts,Audit Objectives,定期回访检查,Regular Follow-up Inspection,定期回访检查,
data-translations.ts,Audit Objectives,回访频率合规性验证,Follow-up Frequency Compliance Check,回访频率合规性验证,
data-translations.ts,Audit Objectives,回访记录完整性检查,Follow-up Record Completeness Check,回访记录完整性检查,
data-translations.ts,Audit Objectives,抵押物重估,Collateral Revaluation,抵押物重估,
data-translations.ts,Audit Objectives,抵押物评估报告执行偏差,Collateral Appraisal Report Execution Deviation,抵押物评估报告执行偏差,
data-translations.ts,Audit Objectives,评估机构资质验证,Appraisal Agency Qualification Check,评估机构资质验证,
data-translations.ts,Audit Objectives,重估时效性跟踪,Revaluation Timeliness Tracking,重估时效性跟踪,
data-translations.ts,Audit Objectives,逾期预警监控,Overdue Warning Monitoring,逾期预警监控,
data-translations.ts,Audit Objectives,预警规则配置验证,Alert Rule Configuration Check,预警规则配置验证,
data-translations.ts,Audit Objectives,预警触发及时性测试,Alert Trigger Timeliness Test,预警触发及时性测试,
data-translations.ts,Audit Objectives,升级处置流程有效性,Escalation Process Effectiveness,升级处置流程有效性,
data-translations.ts,Audit Objectives,风险分类调整,Risk Classification Adjustment,风险分类调整,
data-translations.ts,Audit Objectives,风险分类调整设计缺陷,Risk Classification Adjustment Design Deficiency,风险分类调整设计缺陷,
data-translations.ts,Audit Objectives,分类标准一致性验证,Classification Standard Consistency Check,分类标准一致性验证,
data-translations.ts,Audit Objectives,调整审批权限测试,Adjustment Approval Authority Test,调整审批权限测试,
data-translations.ts,Audit Objectives,历史调整追溯检查,Historical Adjustment Retrospective Check,历史调整追溯检查,
data-translations.ts,RCM Risk Names,信用风险评估不准确,Inaccurate Credit Risk Assessment,信用风险评估不准确,
data-translations.ts,RCM Risk Names,合规授权缺失,Compliance Authorization Gaps,合规授权缺失,
data-translations.ts,RCM Risk Names,资金用途违规,Fund Usage Violation,资金用途违规,
data-translations.ts,RCM Risk Names,关联交易风险集中,Related Transaction Risk Concentration,关联交易风险集中,
data-translations.ts,RCM Risk Names,贷后管理不到位,Inadequate Post-Loan Management,贷后管理不到位,
data-translations.ts,RCM Risk Names,信息报告不及时,Untimely Information Reporting,信息报告不及时,
data-translations.ts,Control Types,系统自动,Automated,系统自动,
data-translations.ts,Control Types,验证核对,Verification,验证核对,
data-translations.ts,Control Types,授权审批,Authorization,授权审批,
data-translations.ts,Control Types,报告生成,Report Generation,报告生成,
data-translations.ts,Control Frequencies,每笔交易,Per Transaction,每笔交易,
data-translations.ts,Control Frequencies,每日,Daily,每日,
data-translations.ts,Control Frequencies,每月,Monthly,每月,
data-translations.ts,Control Frequencies,每季度,Quarterly,每季度,
data-translations.ts,Test Procedures,获取信用评分模型参数配置，验证模型输入输出一致性，比对系统评分结果与手工计算结果,"Obtain credit scoring model parameters, verify input/output consistency, compare system scores with manual calculations",获取信用评分模型参数配置，验证模型输入输出一致性，比对系统评分结果与手工计算结果,
data-translations.ts,Test Procedures,抽取贷款审批档案，检查收入证明与银行流水交叉验证记录，确认双人复核签章,"Extract loan approval files, check income verification cross-validation records, confirm dual-review signatures",抽取贷款审批档案，检查收入证明与银行流水交叉验证记录，确认双人复核签章,
data-translations.ts,Test Procedures,比对征信授权书签署日期与系统查询日期，验证授权书有效期覆盖查询时点,"Compare authorization signing dates with system query dates, verify authorization validity covers query time",比对征信授权书签署日期与系统查询日期，验证授权书有效期覆盖查询时点,
data-translations.ts,Test Procedures,验证额度计算过程符合政策规定，超额审批经逐级授权，审批权限矩阵执行有效,"Verify limit calculation complies with policy, excess approvals have cascading authorization, authority matrix effective",验证额度计算过程符合政策规定，超额审批经逐级授权，审批权限矩阵执行有效,
data-translations.ts,Test Procedures,检查贷款用途声明材料齐备性，验证用途分类与监管要求及内部政策的一致性,"Check loan purpose statement completeness, verify purpose classification consistency with regulatory and internal policies",检查贷款用途声明材料齐备性，验证用途分类与监管要求及内部政策的一致性,
data-translations.ts,Test Procedures,获取资金监控系统日志，验证白名单配置有效性，测试大额划转预警触发逻辑,"Obtain fund monitoring system logs, verify whitelist configuration, test large transfer alert trigger logic",获取资金监控系统日志，验证白名单配置有效性，测试大额划转预警触发逻辑,
data-translations.ts,Test Procedures,核查关联方识别系统输出结果，验证穿透层级是否达到监管要求，确认关联交易特别审批,"Verify related party identification system output, check penetration levels meet regulatory requirements, confirm special approval",核查关联方识别系统输出结果，验证穿透层级是否达到监管要求，确认关联交易特别审批,
data-translations.ts,Test Procedures,验证异常交易识别模型规则配置，测试预警阈值触发准确性，检查响应时效,"Verify anomaly detection model rule configuration, test alert threshold trigger accuracy, check response timeliness",验证异常交易识别模型规则配置，测试预警阈值触发准确性，检查响应时效,
data-translations.ts,Test Procedures,抽查回访记录，验证回访频率符合风险等级要求，确认回访内容覆盖关键风险指标,"Spot-check follow-up records, verify frequency meets risk level requirements, confirm coverage of key risk indicators",抽查回访记录，验证回访频率符合风险等级要求，确认回访内容覆盖关键风险指标,
data-translations.ts,Test Procedures,核验评估机构资质，检查重估报告时效性，验证评估基准日与估值日偏差在合理范围,"Verify appraiser qualifications, check revaluation report timeliness, verify basis date deviation within reasonable range",核验评估机构资质，检查重估报告时效性，验证评估基准日与估值日偏差在合理范围,
data-translations.ts,Test Procedures,验证预警规则配置完整性，测试触发及时性（T+0），确认升级处置流程有效执行,"Verify alert rule configuration completeness, test trigger timeliness (T+0), confirm escalation process effective execution",验证预警规则配置完整性，测试触发及时性（T+0），确认升级处置流程有效执行,
data-translations.ts,Test Procedures,检查分类调整触发规则的覆盖面，验证调整审批权限执行，比对分类结果与五级标准,"Check classification trigger rule coverage, verify adjustment approval authority, compare results with five-category standard",检查分类调整触发规则的覆盖面，验证调整审批权限执行，比对分类结果与五级标准,
data-translations.ts,Test Procedures,验证额度核定与信用评分结果的联动关系，确认高风险客户限额机制有效执行,"Verify linkage between limit determination and credit scores, confirm high-risk client limit mechanism effective",验证额度核定与信用评分结果的联动关系，确认高风险客户限额机制有效执行,
data-translations.ts,Test Procedures,验证贷后监控发现的风险信号能否及时触发分类调整，检查调整审批链完整性,"Verify post-loan monitoring risk signals trigger timely classification adjustments, check approval chain completeness",验证贷后监控发现的风险信号能否及时触发分类调整，检查调整审批链完整性,
data-translations.ts,Control Descriptions,对借款人信用评分模型输出结果进行独立验证，确认评分模型参数设置合理、评分结果准确反映借款人信用状况,"Independently verify credit scoring model output, confirm parameter settings are reasonable and scores accurately reflect borrower creditworthiness",对借款人信用评分模型输出结果进行独立验证，确认评分模型参数设置合理、评分结果准确反映借款人信用状况,
data-translations.ts,Control Descriptions,信贷审批人员对借款人提交的收入证明材料进行真实性、完整性审核，包括银行流水交叉验证和雇主确认,"Credit approval staff review borrower income documentation for authenticity and completeness, including bank statement cross-validation and employer confirmation",信贷审批人员对借款人提交的收入证明材料进行真实性、完整性审核，包括银行流水交叉验证和雇主确认,
data-translations.ts,Control Descriptions,在查询借款人征信报告前取得借款人书面授权，确保授权书签署日期早于征信查询日期且在有效期内,"Obtain written borrower authorization before querying credit report, ensure signing date precedes query date and is within validity period",在查询借款人征信报告前取得借款人书面授权，确保授权书签署日期早于征信查询日期且在有效期内,
data-translations.ts,Control Descriptions,根据借款人收入、负债、抵押物价值等因素按审批权限矩阵核定贷款额度，超额须逐级上报审批,"Determine loan limits based on income, debt, collateral value per authority matrix; excess requires escalated approval",根据借款人收入、负债、抵押物价值等因素按审批权限矩阵核定贷款额度，超额须逐级上报审批,
data-translations.ts,Control Descriptions,审核借款人提交的贷款用途声明材料，确认贷款用途符合监管要求和银行内部政策,"Review loan purpose statement materials, confirm purpose complies with regulatory requirements and internal policies",审核借款人提交的贷款用途声明材料，确认贷款用途符合监管要求和银行内部政策,
